"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","treatment_protocol_ch1","growth_protocol_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","platform_id","contact_name","contact_email","contact_phone","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","supplementary_file.1","supplementary_file.2","supplementary_file.3","data_row_count"
"GSM208039","Fusion: unknown, Deletion: unknown (prostate_1404)","GSM208039","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION:","DELETION:","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208039/GSM208039_1492001_R007_C009.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208039/GSM208039_1514599002_R007_C009.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208039/GSM208039_1514599005_R007_C009.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208039/GSM208039_1514610019_R007_C009.txt.gz","6144"
"GSM208040","Fusion: No, Deletion: unknown (prostate_1412)","GSM208040","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION:","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208040/GSM208040_1492001_R003_C012.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208040/GSM208040_1514599002_R003_C012.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208040/GSM208040_1514599005_R003_C012.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208040/GSM208040_1514610019_R003_C012.txt.gz","6144"
"GSM208041","Fusion: No, Deletion: unknown (prostate_1446)","GSM208041","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION:","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208041/GSM208041_1492001_R008_C002.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208041/GSM208041_1514599002_R008_C002.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208041/GSM208041_1514599005_R008_C002.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208041/GSM208041_1514610019_R008_C002.txt.gz","6144"
"GSM208042","Fusion: No, Deletion: unknown (prostate_1453)","GSM208042","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION:","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208042/GSM208042_1492001_R005_C003.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208042/GSM208042_1514599002_R005_C003.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208042/GSM208042_1514599005_R005_C003.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208042/GSM208042_1514610019_R005_C003.txt.gz","6144"
"GSM208043","Fusion: No, Deletion: No (prostate_1727)","GSM208043","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION: NO","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208043/GSM208043_1492001_R007_C006.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208043/GSM208043_1514599002_R007_C006.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208043/GSM208043_1514599005_R007_C006.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208043/GSM208043_1514610019_R007_C006.txt.gz","6144"
"GSM208044","Fusion: No, Deletion: No (prostate_1834)","GSM208044","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION: NO","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208044/GSM208044_1492001_R007_C003.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208044/GSM208044_1514599002_R007_C003.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208044/GSM208044_1514599005_R007_C003.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208044/GSM208044_1514610019_R007_C003.txt.gz","6144"
"GSM208045","Fusion: No, Deletion: No (prostate_1909)","GSM208045","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION: NO","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208045/GSM208045_1492001_R007_C004.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208045/GSM208045_1514599002_R007_C004.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208045/GSM208045_1514599005_R007_C004.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208045/GSM208045_1514610019_R007_C004.txt.gz","6144"
"GSM208046","Fusion: No, Deletion: No (prostate_1982)","GSM208046","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION: NO","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208046/GSM208046_1492001_R003_C003.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208046/GSM208046_1514599002_R003_C003.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208046/GSM208046_1514599005_R003_C003.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208046/GSM208046_1514610019_R003_C003.txt.gz","6144"
"GSM208047","Fusion: No, Deletion: unknown (prostate_2048)","GSM208047","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION:","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208047/GSM208047_1492001_R003_C005.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208047/GSM208047_1514599002_R003_C005.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208047/GSM208047_1514599005_R003_C005.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208047/GSM208047_1514610019_R003_C005.txt.gz","6144"
"GSM208048","Fusion: No, Deletion: No (prostate_2154)","GSM208048","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION: NO","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208048/GSM208048_1492001_R008_C009.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208048/GSM208048_1514599002_R008_C009.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208048/GSM208048_1514599005_R008_C009.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208048/GSM208048_1514610019_R008_C009.txt.gz","6144"
"GSM208049","Fusion: No, Deletion: unknown (prostate_2329)","GSM208049","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION:","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208049/GSM208049_1492001_R005_C012.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208049/GSM208049_1514599002_R005_C012.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208049/GSM208049_1514599005_R005_C012.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208049/GSM208049_1514610019_R005_C012.txt.gz","6144"
"GSM208050","Fusion: No, Deletion: No (prostate_2444)","GSM208050","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION: NO","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208050/GSM208050_1492001_R008_C010.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208050/GSM208050_1514599002_R008_C010.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208050/GSM208050_1514599005_R008_C010.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208050/GSM208050_1514610019_R008_C010.txt.gz","6144"
"GSM208051","Fusion: No, Deletion: unknown (prostate_2469)","GSM208051","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION:","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208051/GSM208051_1492001_R003_C011.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208051/GSM208051_1514599002_R003_C011.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208051/GSM208051_1514599005_R003_C011.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208051/GSM208051_1514610019_R003_C011.txt.gz","6144"
"GSM208052","Fusion: Yes, Deletion: Yes (prostate_10041)","GSM208052","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: YES","DELETION: YES","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208052/GSM208052_1514599012_R007_C009.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208052/GSM208052_1514599022_R007_C009.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208052/GSM208052_1514599026_R007_C009.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208052/GSM208052_1514610008_R007_C009.txt.gz","6144"
